customer_id,customer_name,gender,age,city,state
66,Rachit Samra,Male,47,Surat,Gujarat
67,Harinakshi Naik,Female,19,Hyderabad,Telangana
68,Indali Peri,Female,38,Patna,Bihar
69,Advik Kurian,Male,31,Ahmedabad,Gujarat
70,Unni Ganesan,Female,34,Surat,Gujarat
71,Advika Toor,Female,56,Bengaluru,Karnataka
72,Mekhala Mammen,Female,18,Jaipur,Rajasthan
73,Wriddhish Sachdeva,Male,33,Mumbai,Maharashtra
74,Aarini Ratta,Female,53,Ahmedabad,Gujarat
75,Thomas Krishna,Male,48,Kolkata,West Bengal
76,Xalak Magar,Female,19,Ahmedabad,Gujarat
77,Rohan Arora,Male,32,Bengaluru,Karnataka
78,Jagvi Kapoor,Female,33,Kolkata,West Bengal
79,Riya Narula,Female,55,Indore,Madhya Pradesh
80,Falguni Samra,Female,53,Ahmedabad,Gujarat
81,Darika Purohit,Female,65,Chennai,Tamil Nadu
82,Jyoti Deo,Female,62,Hyderabad,Telangana
83,Raksha Chadha,Female,37,Bengaluru,Karnataka
84,Nisha Master,Female,25,Delhi,Delhi
85,Wriddhish Konda,Male,25,Hyderabad,Telangana
86,Omkaar Chacko,Male,31,Delhi,Delhi
87,Baghyawati Gour,Female,64,Bengaluru,Karnataka
88,Sanya Sangha,Female,30,Mumbai,Maharashtra
89,Ati Mand,Female,41,Delhi,Delhi
90,Vihaan Borah,Male,18,Bengaluru,Karnataka
91,Ekalinga Bath,Male,20,Bengaluru,Karnataka
92,Andrew Choudhury,Male,36,Jaipur,Rajasthan
93,Ayaan Sathe,Male,49,Indore,Madhya Pradesh
94,Darsh Ramesh,Male,18,Patna,Bihar
95,Garima Kumar,Female,48,Ahmedabad,Gujarat
96,Kamala Madan,Female,29,Hyderabad,Telangana
97,Vincent Devan,Male,48,Bengaluru,Karnataka
98,Siddharth Kale,Male,22,Patna,Bihar
99,Gauri Kashyap,Female,22,Ahmedabad,Gujarat
100,Dakshesh Kapur,Male,27,Nagpur,Maharashtra
101,Inaya Sharma,Female,33,Mumbai,Maharashtra
102,Chaitanya Dani,Male,44,Jaipur,Rajasthan
103,Omkaar Gill,Male,51,Surat,Gujarat
104,Harini Chakraborty,Female,46,Ahmedabad,Gujarat
105,Yahvi Agrawal,Female,55,Patna,Bihar
106,Indira Nanda,Female,54,Bengaluru,Karnataka
107,Aadi Savant,Male,65,Lucknow,Uttar Pradesh
108,Vedant Arora,Male,31,Surat,Gujarat
109,Kalpit Chadha,Male,60,Bengaluru,Karnataka
110,Gautam Sant,Male,33,Nagpur,Maharashtra
111,Udarsh Sabharwal,Male,22,Jaipur,Rajasthan
112,Ikbal Vohra,Male,44,Pune,Maharashtra
113,Barkha Soni,Female,56,Kolkata,West Bengal
114,Janaki Borah,Female,20,Bengaluru,Karnataka
115,Pranav Sachar,Male,63,Bengaluru,Karnataka
116,Saanvi Mangal,Female,47,Kolkata,West Bengal
117,Kai Peri,Male,32,Indore,Madhya Pradesh
118,Netra Roy,Female,58,Surat,Gujarat
119,Ayaan Halder,Male,25,Chennai,Tamil Nadu
120,Chatresh Talwar,Male,27,Indore,Madhya Pradesh
121,Udyati Wali,Female,27,Patna,Bihar
122,Tristan Gokhale,Male,28,Pune,Maharashtra
123,Saanvi Sem,Female,65,Lucknow,Uttar Pradesh
124,Suhani Batta,Female,25,Ahmedabad,Gujarat
125,Chandani Dhingra,Female,37,Kolkata,West Bengal
126,Arunima Bhatti,Female,50,Bengaluru,Karnataka
127,Vasatika Thaker,Female,23,Ahmedabad,Gujarat
128,Jeet Thakkar,Male,45,Goa,Goa
129,Yasti Parmar,Female,34,Lucknow,Uttar Pradesh
130,Abhiram Ben,Male,32,Mumbai,Maharashtra
131,Harsh Zachariah,Male,61,Surat,Gujarat
132,Inaya Barman,Female,20,Lucknow,Uttar Pradesh
133,Jackson Mitter,Male,51,Ahmedabad,Gujarat
134,Leena Verma,Female,35,Goa,Goa
135,Harrison Ramachandran,Male,45,Lucknow,Uttar Pradesh
136,Aishani Karpe,Female,48,Mumbai,Maharashtra
137,Deepa Mann,Female,39,Chennai,Tamil Nadu
138,Ekta Sankar,Female,24,Indore,Madhya Pradesh
139,Daniel Dani,Male,44,Hyderabad,Telangana
140,Vanya Joshi,Female,60,Bengaluru,Karnataka
141,Hemal Dora,Female,53,Patna,Bihar
142,Banjeet Datta,Male,23,Ahmedabad,Gujarat
143,Mahika Ghosh,Female,38,Bengaluru,Karnataka
144,Hitesh Luthra,Male,43,Surat,Gujarat
145,Harsh Desai,Male,52,Indore,Madhya Pradesh
146,Bina Boase,Female,21,Chennai,Tamil Nadu
147,Vedant Narula,Male,41,Jaipur,Rajasthan
148,Upma Sawhney,Female,46,Indore,Madhya Pradesh
149,Dominic Oommen,Male,35,Delhi,Delhi
150,Vihaan Lata,Male,36,Goa,Goa
151,Krisha Aggarwal,Female,62,Goa,Goa
152,Omaja Dara,Female,19,Mumbai,Maharashtra
153,Aadi Johal,Male,28,Kolkata,West Bengal
154,Yashawini Kakar,Female,18,Jaipur,Rajasthan
155,Upadhriti Bhagat,Female,32,Mumbai,Maharashtra
156,Orinder Parmar,Male,25,Ahmedabad,Gujarat
157,Agastya Lalla,Male,63,Ahmedabad,Gujarat
158,Upasna Borde,Female,63,Jaipur,Rajasthan
159,Hema D’Alia,Female,48,Chennai,Tamil Nadu
160,Urishilla Cheema,Female,47,Delhi,Delhi
161,Chanakya Apte,Male,30,Chennai,Tamil Nadu
162,Bahadurjit Swamy,Male,22,Patna,Bihar
163,Ekantika Narain,Female,44,Surat,Gujarat
164,Shravya Sengupta,Female,50,Goa,Goa
165,Xiti Nagar,Female,18,Patna,Bihar
166,Avni Dass,Female,37,Kolkata,West Bengal
167,Vasana Shetty,Female,27,Patna,Bihar
168,Ekaja Bedi,Female,48,Jaipur,Rajasthan
169,Wishi Gour,Female,53,Hyderabad,Telangana
170,Anamika Kaul,Female,38,Ahmedabad,Gujarat
171,Rushil Sahota,Male,33,Kolkata,West Bengal
172,Pooja Kalita,Female,44,Delhi,Delhi
173,Chakradhar Panchal,Male,65,Hyderabad,Telangana
174,Widisha Khatri,Female,42,Kolkata,West Bengal
175,Ridhi Sachdev,Female,59,Indore,Madhya Pradesh
176,Balveer Baral,Male,20,Ahmedabad,Gujarat
177,Bakhshi Saxena,Male,55,Jaipur,Rajasthan
178,Idika Mitter,Female,24,Patna,Bihar
179,Manya Mand,Female,51,Mumbai,Maharashtra
180,Hiral Mane,Female,64,Pune,Maharashtra
181,Upkaar Ahluwalia,Male,59,Chennai,Tamil Nadu
182,Jatin Sankaran,Male,48,Mumbai,Maharashtra
183,Ladli Dara,Female,57,Hyderabad,Telangana
184,Manya Bhandari,Female,23,Indore,Madhya Pradesh
185,Yashodhara Dora,Female,61,Patna,Bihar
186,Yashoda Sawhney,Female,58,Hyderabad,Telangana
187,Zansi Kaul,Female,52,Patna,Bihar
188,Abdul Dhaliwal,Male,22,Lucknow,Uttar Pradesh
189,Azaan Comar,Male,61,Indore,Madhya Pradesh
190,Bhavya Chana,Female,65,Delhi,Delhi
191,Bachittar Issac,Male,24,Chennai,Tamil Nadu
192,Guneet Mani,Male,28,Ahmedabad,Gujarat
193,Vrishti Edwin,Female,19,Goa,Goa
194,Jason Nanda,Male,21,Hyderabad,Telangana
195,Tanvi Basu,Female,41,Hyderabad,Telangana
196,Siya Bose,Female,33,Nagpur,Maharashtra
197,Lajita Mistry,Female,61,Lucknow,Uttar Pradesh
198,Rayaan Sridhar,Male,29,Nagpur,Maharashtra
199,Isaac Ghosh,Male,42,Lucknow,Uttar Pradesh
200,Mitesh Basak,Male,55,Ahmedabad,Gujarat
201,Simon Singh,Male,47,Delhi,Delhi
202,Bhavini Upadhyay,Female,34,Ahmedabad,Gujarat
203,Manan Gupta,Male,47,Goa,Goa
204,Damyanti Halder,Female,52,Indore,Madhya Pradesh
205,Ethan Brar,Male,46,Mumbai,Maharashtra
206,Oeshi Korpal,Female,37,Lucknow,Uttar Pradesh
207,Pallavi Saini,Female,34,Kolkata,West Bengal
208,Inaya Samra,Female,37,Patna,Bihar
209,Lucky Chaudry,Male,48,Chennai,Tamil Nadu
210,Ojas Sangha,Male,42,Delhi,Delhi
211,Urvi Dar,Female,36,Lucknow,Uttar Pradesh
212,Ladli Singh,Female,60,Pune,Maharashtra
213,Vidhi Biswas,Female,18,Bengaluru,Karnataka
214,Zayan Dalal,Male,56,Goa,Goa
215,Nisha Lalla,Female,36,Patna,Bihar
216,Manbir Sarkar,Male,40,Lucknow,Uttar Pradesh
217,Falan Natarajan,Male,30,Indore,Madhya Pradesh
218,Vedika Thaker,Female,64,Indore,Madhya Pradesh
219,Alexander Amble,Male,24,Indore,Madhya Pradesh
220,Gopal Iyengar,Male,46,Bengaluru,Karnataka
221,Tarak Gaba,Male,41,Lucknow,Uttar Pradesh
222,Yug Kanda,Male,36,Mumbai,Maharashtra
223,Chandani Bhasin,Female,44,Kolkata,West Bengal
224,Wridesh Sarin,Male,26,Delhi,Delhi
225,Radhika Vig,Female,50,Jaipur,Rajasthan
226,Barkha Madan,Female,28,Patna,Bihar
227,Zaitra Sawhney,Female,48,Goa,Goa
228,Urvashi Garde,Female,39,Kolkata,West Bengal
229,Nachiket Sidhu,Male,22,Ahmedabad,Gujarat
230,Ronith Prabhakar,Male,32,Surat,Gujarat
231,Chaitaly Saha,Female,53,Patna,Bihar
232,Vinaya Panchal,Female,43,Mumbai,Maharashtra
233,Udarsh Andra,Male,52,Bengaluru,Karnataka
234,Gagan Gill,Male,41,Ahmedabad,Gujarat
235,Chandani Loke,Female,42,Lucknow,Uttar Pradesh
236,Mohini Cheema,Female,61,Mumbai,Maharashtra
237,Samarth Saini,Male,19,Ahmedabad,Gujarat
238,Ishita Dhar,Female,57,Goa,Goa
239,Darpan Dhawan,Male,22,Indore,Madhya Pradesh
240,Bhavini Karnik,Female,62,Goa,Goa
241,Gaurika Desai,Female,44,Indore,Madhya Pradesh
242,Amol Tandon,Male,20,Nagpur,Maharashtra
243,Mason Gola,Male,49,Bengaluru,Karnataka
244,Dominic Balay,Male,33,Mumbai,Maharashtra
245,Krish Deol,Male,47,Chennai,Tamil Nadu
246,Hemangini Divan,Female,65,Indore,Madhya Pradesh
247,Vansha Vala,Female,65,Lucknow,Uttar Pradesh
248,Ekapad Sen,Male,44,Goa,Goa
249,Bakhshi Date,Male,49,Patna,Bihar
250,Anita Borde,Female,20,Bengaluru,Karnataka
251,Triya Hegde,Female,46,Delhi,Delhi
252,Damini Verma,Female,41,Delhi,Delhi
253,Dalbir Seth,Male,41,Indore,Madhya Pradesh
254,Aarini Dewan,Female,43,Pune,Maharashtra
255,Omya Rajan,Female,25,Delhi,Delhi
256,Aarini Tank,Female,60,Mumbai,Maharashtra
257,Akshay Divan,Male,58,Indore,Madhya Pradesh
258,Shaurya Gupta,Male,39,Pune,Maharashtra
259,Chakradhar Mohanty,Male,54,Nagpur,Maharashtra
260,Hitesh Chadha,Male,53,Mumbai,Maharashtra
261,Advaith Magar,Male,31,Lucknow,Uttar Pradesh
262,Imaran Soni,Male,27,Hyderabad,Telangana
263,Parth Murthy,Male,27,Bengaluru,Karnataka
264,Aadi Oza,Male,34,Jaipur,Rajasthan
265,Caleb Nair,Male,60,Mumbai,Maharashtra
266,Jason Acharya,Male,18,Nagpur,Maharashtra
267,Chavvi Kar,Female,33,Surat,Gujarat
268,Falguni Gandhi,Female,29,Pune,Maharashtra
269,Sudiksha Bawa,Female,26,Pune,Maharashtra
270,Neelima Bansal,Female,25,Jaipur,Rajasthan
271,Shaurya Varughese,Male,46,Ahmedabad,Gujarat
272,Neha Chhabra,Female,55,Jaipur,Rajasthan
273,Nicholas Palla,Male,50,Ahmedabad,Gujarat
274,Ikbal Karpe,Male,20,Lucknow,Uttar Pradesh
275,Tanvi Gokhale,Female,59,Ahmedabad,Gujarat
276,Zashil Hans,Male,48,Pune,Maharashtra
277,Unnati Thakur,Female,61,Chennai,Tamil Nadu
278,Gopal Oak,Male,63,Ahmedabad,Gujarat
279,Krisha Bains,Female,23,Mumbai,Maharashtra
280,Indira Chakrabarti,Female,27,Lucknow,Uttar Pradesh
281,Madhav Goyal,Male,35,Nagpur,Maharashtra
282,Oni Lall,Female,56,Chennai,Tamil Nadu
283,Ojasvi Ranganathan,Female,50,Ahmedabad,Gujarat
284,Oni Deshmukh,Female,62,Mumbai,Maharashtra
285,Chaitanya Date,Male,59,Patna,Bihar
286,Ronith Shere,Male,46,Chennai,Tamil Nadu
287,Rayaan Varkey,Male,39,Chennai,Tamil Nadu
288,Eshana Jhaveri,Female,44,Chennai,Tamil Nadu
289,Ayaan Chad,Male,45,Hyderabad,Telangana
290,Chameli Buch,Female,34,Indore,Madhya Pradesh
291,Vaishnavi Keer,Female,61,Nagpur,Maharashtra
292,Yamini Lata,Female,23,Mumbai,Maharashtra
293,Onveer Ranganathan,Male,45,Mumbai,Maharashtra
294,Devansh Prasad,Male,65,Kolkata,West Bengal
295,Jeevika Sankar,Female,26,Surat,Gujarat
296,Imaran Sachdeva,Male,53,Lucknow,Uttar Pradesh
297,Gautami Korpal,Female,25,Indore,Madhya Pradesh
298,Abha Comar,Female,60,Hyderabad,Telangana
299,Omaja Golla,Female,64,Patna,Bihar
300,Chakradhar Sarna,Male,56,Bengaluru,Karnataka
301,Diya Chandran,Female,24,Hyderabad,Telangana
302,Fariq Sanghvi,Male,60,Nagpur,Maharashtra
303,Gaurangi Baral,Female,24,Delhi,Delhi
304,Madhavi Nagarajan,Female,53,Patna,Bihar
305,Raagini Andra,Female,35,Mumbai,Maharashtra
306,Aryan Chakrabarti,Male,45,Surat,Gujarat
307,Dakshesh Deol,Male,60,Lucknow,Uttar Pradesh
308,Damyanti Hayre,Female,29,Pune,Maharashtra
309,Niharika Kumer,Female,37,Kolkata,West Bengal
310,Ojasvi Shroff,Female,18,Hyderabad,Telangana
311,Samar Khatri,Male,27,Patna,Bihar
312,Yashasvi Garg,Female,27,Mumbai,Maharashtra
313,Umang Setty,Male,65,Mumbai,Maharashtra
314,Manbir Oza,Male,44,Chennai,Tamil Nadu
315,Eesha Madan,Female,28,Hyderabad,Telangana
316,Yashica Rama,Female,64,Bengaluru,Karnataka
317,Irya Hegde,Female,54,Surat,Gujarat
318,Avi Parikh,Male,21,Goa,Goa
319,Qarin Sami,Male,57,Nagpur,Maharashtra
320,Saksham Bedi,Male,23,Indore,Madhya Pradesh
321,Avni Sahota,Female,60,Ahmedabad,Gujarat
322,Chasmum Srivastava,Female,56,Ahmedabad,Gujarat
323,Sudiksha Basak,Female,35,Chennai,Tamil Nadu
324,Jagat Pandey,Male,50,Surat,Gujarat
325,Ekbal Raval,Male,45,Hyderabad,Telangana
326,Kalpit Raval,Male,61,Bengaluru,Karnataka
327,Jalsa Issac,Female,60,Jaipur,Rajasthan
328,Vedika Menon,Female,32,Pune,Maharashtra
329,Jasmit Zachariah,Female,21,Lucknow,Uttar Pradesh
330,Akshay Tella,Male,37,Delhi,Delhi
331,Reyansh Saran,Male,26,Surat,Gujarat
332,Ishani Shankar,Female,38,Bengaluru,Karnataka
333,Girindra Boase,Male,49,Pune,Maharashtra
334,Turvi Chaudhry,Female,26,Nagpur,Maharashtra
335,Ishanvi Dyal,Female,63,Jaipur,Rajasthan
336,Girish Yadav,Male,53,Jaipur,Rajasthan
337,Irya Bakshi,Female,43,Mumbai,Maharashtra
338,Nakul Char,Male,19,Chennai,Tamil Nadu
339,Jasmit Sandhu,Female,22,Goa,Goa
340,Nandini Kamdar,Female,45,Lucknow,Uttar Pradesh
341,Forum Wason,Female,58,Kolkata,West Bengal
342,Nitara Mani,Female,25,Bengaluru,Karnataka
343,Advika Deol,Female,38,Pune,Maharashtra
344,Gabriel Kumer,Male,57,Surat,Gujarat
345,Geetika Chowdhury,Female,62,Patna,Bihar
346,Ekta Krish,Female,45,Mumbai,Maharashtra
347,Harshil Bassi,Male,45,Delhi,Delhi
348,Ekaja Nagar,Female,23,Jaipur,Rajasthan
349,Yadavi Din,Female,37,Patna,Bihar
350,Tanmayi Mallick,Female,39,Delhi,Delhi
351,Amol Ramakrishnan,Male,50,Mumbai,Maharashtra
352,Vihaan Mahajan,Male,50,Jaipur,Rajasthan
353,Brijesh Panchal,Male,40,Goa,Goa
354,Aadhya Kulkarni,Female,59,Kolkata,West Bengal
355,Nathan Oza,Male,24,Delhi,Delhi
356,Logan Kara,Male,30,Bengaluru,Karnataka
357,Manbir Lata,Male,27,Lucknow,Uttar Pradesh
358,Sarthak Lad,Male,58,Nagpur,Maharashtra
359,Vrinda Deol,Female,54,Ahmedabad,Gujarat
360,Hema Dhar,Female,54,Indore,Madhya Pradesh
361,Jyoti Bandi,Female,58,Patna,Bihar
362,Madhavi Kulkarni,Female,46,Nagpur,Maharashtra
363,Utkarsh Narasimhan,Male,46,Ahmedabad,Gujarat
364,Ishanvi Jha,Female,35,Surat,Gujarat
365,Simon Khurana,Male,50,Hyderabad,Telangana
366,Vivaan Gara,Male,47,Bengaluru,Karnataka
367,Indali Sarin,Female,21,Pune,Maharashtra
368,Ubika Bal,Female,36,Patna,Bihar
369,Karan Buch,Male,23,Indore,Madhya Pradesh
370,Pavani Lall,Female,55,Ahmedabad,Gujarat
371,Zayan Kulkarni,Male,54,Ahmedabad,Gujarat
372,Qabil Parmar,Male,56,Hyderabad,Telangana
373,Chanchal Dhaliwal,Female,27,Jaipur,Rajasthan
374,Ikbal Dugar,Male,24,Ahmedabad,Gujarat
375,Damyanti Gill,Female,23,Kolkata,West Bengal
376,Matthew Jani,Male,33,Pune,Maharashtra
377,Raagini Bhat,Female,51,Ahmedabad,Gujarat
378,Ranveer Shetty,Male,41,Hyderabad,Telangana
379,Harini Dhingra,Female,44,Chennai,Tamil Nadu
380,Jyoti Sampath,Female,56,Indore,Madhya Pradesh
381,Shaurya Dave,Male,58,Surat,Gujarat
382,Charita Dave,Female,39,Mumbai,Maharashtra
383,Hritik Yohannan,Male,61,Jaipur,Rajasthan
384,Arya Sathe,Female,34,Bengaluru,Karnataka
385,Jeremiah Shetty,Male,23,Hyderabad,Telangana
386,Isaac Sura,Male,40,Goa,Goa
387,Hemangini Acharya,Female,62,Indore,Madhya Pradesh
388,Ria Karan,Female,56,Nagpur,Maharashtra
389,Harshil Suresh,Male,53,Bengaluru,Karnataka
390,Xalak Trivedi,Female,39,Indore,Madhya Pradesh
391,Ayaan Buch,Male,62,Indore,Madhya Pradesh
392,Zehaan Shere,Male,60,Indore,Madhya Pradesh
393,Jasmit Sandhu,Female,41,Jaipur,Rajasthan
394,Oliver Bir,Male,37,Hyderabad,Telangana
395,Ethan Kaur,Male,39,Delhi,Delhi
396,Anusha Babu,Female,32,Delhi,Delhi
397,Akshay Chada,Male,22,Nagpur,Maharashtra
398,Leela Gade,Female,24,Patna,Bihar
399,Falan Ramakrishnan,Male,39,Indore,Madhya Pradesh
400,Naveen Bhattacharyya,Male,42,Lucknow,Uttar Pradesh
401,Yash Mital,Male,29,Nagpur,Maharashtra
402,Chanakya Vasa,Male,46,Kolkata,West Bengal
403,Dakshesh Dass,Male,41,Chennai,Tamil Nadu
404,Dalbir Seth,Male,57,Ahmedabad,Gujarat
405,Urishilla Nadkarni,Female,65,Surat,Gujarat
406,Dayita Patla,Female,52,Delhi,Delhi
407,Omkaar Ramakrishnan,Male,48,Bengaluru,Karnataka
408,Balvan Dugar,Male,61,Hyderabad,Telangana
409,Jhalak Tara,Female,36,Ahmedabad,Gujarat
410,Arunima Narayanan,Female,51,Jaipur,Rajasthan
411,Tamanna Som,Female,30,Nagpur,Maharashtra
412,Amol Singhal,Male,34,Patna,Bihar
413,Samesh Behl,Male,48,Indore,Madhya Pradesh
414,Ishanvi Pal,Female,24,Jaipur,Rajasthan
415,Lucky Shetty,Male,23,Bengaluru,Karnataka
416,Advay Khalsa,Male,46,Bengaluru,Karnataka
417,Aarnav Sidhu,Male,45,Patna,Bihar
418,Darsh Pau,Male,32,Goa,Goa
419,Ira Swamy,Female,40,Goa,Goa
420,Onveer Radhakrishnan,Male,21,Chennai,Tamil Nadu
421,Jasmit Raju,Female,41,Jaipur,Rajasthan
422,Qasim Raval,Male,23,Chennai,Tamil Nadu
423,Mohini Kant,Female,19,Delhi,Delhi
424,Hamsini Wali,Female,24,Goa,Goa
425,Hiral Bhattacharyya,Female,27,Surat,Gujarat
426,Krishna Bahri,Male,36,Pune,Maharashtra
427,Lakshmi Thaker,Female,26,Kolkata,West Bengal
428,Rajata Chadha,Female,57,Ahmedabad,Gujarat
429,Rehaan Parmar,Male,23,Goa,Goa
430,Teerth Mukherjee,Male,31,Bengaluru,Karnataka
431,Onveer Master,Male,64,Jaipur,Rajasthan
432,Irya Palla,Female,36,Mumbai,Maharashtra
433,Alexander Bahl,Male,25,Bengaluru,Karnataka
434,Chatura Ahluwalia,Male,44,Delhi,Delhi
435,Omaja Narayanan,Female,25,Mumbai,Maharashtra
436,Widisha Issac,Female,52,Lucknow,Uttar Pradesh
437,Anay Borra,Male,50,Indore,Madhya Pradesh
438,Rachit Thakkar,Male,27,Kolkata,West Bengal
439,Inaya Mishra,Female,18,Chennai,Tamil Nadu
440,Urvi Kalla,Female,54,Delhi,Delhi
441,Deepa Raju,Female,60,Nagpur,Maharashtra
442,Wazir Kara,Male,41,Jaipur,Rajasthan
443,Timothy Soni,Male,52,Jaipur,Rajasthan
444,Oscar Nazareth,Male,48,Chennai,Tamil Nadu
445,Naveen Tak,Male,42,Indore,Madhya Pradesh
446,Hiral Radhakrishnan,Female,65,Bengaluru,Karnataka
447,Onveer Nigam,Male,22,Hyderabad,Telangana
448,Riya Mann,Female,64,Delhi,Delhi
449,Ayush Sankaran,Male,55,Surat,Gujarat
450,Chaitaly Varty,Female,20,Nagpur,Maharashtra
451,Ishani Guha,Female,39,Jaipur,Rajasthan
452,Devansh Gopal,Male,61,Patna,Bihar
453,Vamakshi Mohanty,Female,48,Kolkata,West Bengal
454,Simon Shan,Male,26,Surat,Gujarat
455,Kai Shan,Male,47,Kolkata,West Bengal
456,Kevin Rai,Male,30,Bengaluru,Karnataka
457,Ekapad Bora,Male,30,Surat,Gujarat
458,Advik Mitter,Male,37,Hyderabad,Telangana
459,Kamya Grover,Female,52,Patna,Bihar
460,Riya Pingle,Female,20,Bengaluru,Karnataka
461,Nachiket Chana,Male,40,Bengaluru,Karnataka
462,Wazir Rastogi,Male,59,Patna,Bihar
463,Pavani Karan,Female,25,Bengaluru,Karnataka
464,Nilima Swamy,Female,43,Chennai,Tamil Nadu
465,Dipta Krishna,Female,42,Goa,Goa
466,Charita Rama,Female,49,Nagpur,Maharashtra
467,Chaman Kashyap,Female,51,Hyderabad,Telangana
468,Krishna Kota,Female,23,Surat,Gujarat
469,Garima Anne,Female,45,Mumbai,Maharashtra
470,Zashil Mandal,Male,36,Jaipur,Rajasthan
471,Hamsini Basu,Female,23,Mumbai,Maharashtra
472,Januja Dar,Female,36,Indore,Madhya Pradesh
473,Anvi Natt,Female,56,Ahmedabad,Gujarat
474,Lajita Dugal,Female,62,Nagpur,Maharashtra
475,Neelima Salvi,Female,46,Hyderabad,Telangana
476,Anthony Nazareth,Male,40,Kolkata,West Bengal
477,Damyanti Hari,Female,58,Bengaluru,Karnataka
478,Abhiram Mahal,Male,60,Mumbai,Maharashtra
479,Urishilla Kuruvilla,Female,50,Hyderabad,Telangana
480,Aryan Sridhar,Male,27,Pune,Maharashtra
481,Aadhya Luthra,Female,26,Pune,Maharashtra
482,Vincent Bhalla,Male,59,Delhi,Delhi
483,Diya Bala,Female,42,Hyderabad,Telangana
484,Isaiah Dani,Male,27,Lucknow,Uttar Pradesh
485,Radha Salvi,Female,41,Hyderabad,Telangana
486,Chavvi Madan,Female,22,Surat,Gujarat
487,Tarak Bera,Male,41,Jaipur,Rajasthan
488,Unnati Warrior,Female,59,Hyderabad,Telangana
489,Anvi Bhalla,Female,25,Delhi,Delhi
490,Daniel Parekh,Male,29,Kolkata,West Bengal
491,Brinda Bansal,Female,42,Jaipur,Rajasthan
492,Hitesh Korpal,Male,34,Bengaluru,Karnataka
